compound_id,nearest_train_similarity,average_novelty_1_minus_tanimoto,exact_training_structure_novel
RNV_AS42_04,0.7083333333333334,0.29166666666666663,True
RNV_AS42_05,0.5555555555555556,0.4444444444444444,True
RNV_AS42_06,0.4,0.6,True
RNV_AS42_07,0.5681818181818182,0.43181818181818177,True
RNV_AS42_08,0.4090909090909091,0.5909090909090908,True
RNV_AS42_09,0.4,0.6,True
RNV_AS42_10,0.5357142857142857,0.4642857142857143,True
RNV_AS43_01,0.5813953488372093,0.41860465116279066,True
RNV_AS43_02,0.5636363636363636,0.4363636363636364,True
RNV_AS43_03,0.5471698113207547,0.4528301886792453,True
RNV_AS43_04,0.43636363636363634,0.5636363636363637,True
RNV_AS43_05,0.5333333333333333,0.4666666666666667,True
RNV_AS43_06,0.5555555555555556,0.4444444444444444,True
RNV_AS43_07,0.49019607843137253,0.5098039215686274,True
RNV_AS43_08,0.5964912280701754,0.4035087719298246,True
RNV_AS43_09,0.4084507042253521,0.5915492957746479,True
RNV_AS43_10,0.4827586206896552,0.5172413793103448,True
RNV_AS44_01,0.3617021276595745,0.6382978723404256,True
RNV_AS44_02,0.5,0.5,True
RNV_AS44_03,0.3934426229508196,0.6065573770491803,True
RNV_AS44_04,0.5882352941176471,0.4117647058823529,True
RNV_AS44_05,0.5660377358490566,0.4339622641509434,True
RNV_AS44_06,0.5714285714285714,0.4285714285714286,True
RNV_AS44_07,0.5333333333333333,0.4666666666666667,True
RNV_AS44_08,0.47619047619047616,0.5238095238095238,True
RNV_AS44_09,0.4897959183673469,0.5102040816326531,True
RNV_AS44_10,0.5892857142857143,0.4107142857142857,True
RNV_AS45_01,0.5272727272727272,0.4727272727272728,True
RNV_AS45_02,0.7674418604651163,0.2325581395348837,True
RNV_AS45_03,0.3076923076923077,0.6923076923076923,True
RNV_AS45_04,0.35,0.65,True
RNV_AS45_05,0.5737704918032787,0.42622950819672134,True
RNV_AS45_06,0.7027027027027027,0.29729729729729726,True
RNV_AS45_07,0.4864864864864865,0.5135135135135135,True
RNV_AS45_08,0.5918367346938775,0.40816326530612246,True
RNV_AS45_09,0.46875,0.53125,True
RNV_AS45_10,0.5208333333333334,0.47916666666666663,True
RNV_AS46_01,0.5636363636363636,0.4363636363636364,True
RNV_AS46_02,0.490566037735849,0.509433962264151,True
RNV_AS46_03,0.543859649122807,0.45614035087719296,True
RNV_AS46_04,0.65,0.35,True
RNV_AS46_05,0.46875,0.53125,True
RNV_AS46_06,0.4461538461538462,0.5538461538461539,True
RNV_AS46_07,0.5373134328358209,0.4626865671641791,True
RNV_AS46_08,0.4444444444444444,0.5555555555555556,True
RNV_AS46_09,0.6428571428571429,0.3571428571428571,True
RNV_AS46_10,0.6785714285714286,0.3214285714285714,True
RNV_AS47_01,0.5,0.5,True
RNV_AS47_02,0.453125,0.546875,True
RNV_AS47_03,0.6,0.4,True
RNV_AS47_04,0.4489795918367347,0.5510204081632653,True
RNV_AS47_05,0.4915254237288136,0.5084745762711864,True
RNV_AS47_06,0.42857142857142855,0.5714285714285714,True
RNV_AS47_07,0.5,0.5,True
RNV_AS47_08,0.65,0.35,True
RNV_AS47_09,0.3877551020408163,0.6122448979591837,True
RNV_AS47_10,0.5681818181818182,0.43181818181818177,True
RNV_AS48_01,0.5111111111111111,0.48888888888888893,True
RNV_AS48_02,0.492063492063492,0.507936507936508,True
RNV_AS48_03,0.35,0.65,True
RNV_AS48_04,0.5961538461538461,0.40384615384615385,True
RNV_AS48_05,0.7115384615384616,0.28846153846153844,True
RNV_AS48_06,0.4,0.6,True
RNV_AS48_07,0.39705882352941174,0.6029411764705883,True
RNV_AS48_08,0.4230769230769231,0.5769230769230769,True
